"FarmID","FarmScaleID","SpeciesID","Certification","DiseaseID","DiseaseDiagnosis","SubstanceUsed","SubstanceCategory","Location","Disease","DiseaseSigns","AffectPart","Agent","Cause"
"2-2-038-13","Small","Penaeus monodon","No certification","WSSV","Mortality rate","China Aqua Jet Plus","Bactericide/fungicide/virustatic","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-038-14","Medium","Penaeus monodon","No certification","Rostrum broken","Experience","Oxy-pH","Oxygen supplier","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-038-14","Medium","Penaeus monodon","No certification","Rostrum broken","Shrimp behaviour","Super PS","Probiotic","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-038-15","Medium","Penaeus monodon","No certification","WSSV","Experience","Calmag","Immunostimulant","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-038-15","Medium","Penaeus monodon","No certification","Antenna broken","Other farmers experience","K-Max","Immunostimulant","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"2-2-038-15","Medium","Penaeus monodon","No certification","Antenna broken","Shrimp behaviour","Mutagen","Immunostimulant, Feed additive","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"2-2-038-15","Medium","Penaeus monodon","No certification","Antenna broken","Mortality rate","pH Fixer","Probiotic","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"2-2-038-15","Medium","Penaeus monodon","No certification","Antenna broken","Mortality rate","Soda mix","Immunostimulant","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"2-2-038-15","Medium","Penaeus monodon","No certification","Antenna broken","Mortality rate","Super Biotic","Probiotic","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"2-2-038-15","Medium","Penaeus monodon","No certification","Antenna broken","Mortality rate","Super PS","Probiotic","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"2-2-038-15","Medium","Penaeus monodon","No certification","Antenna broken","Mortality rate","Zymetin","Probiotic","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"2-2-039-01","Medium","Penaeus monodon","No certification","Black gill","Other farmers experience","C-177","Immunostimulant","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-039-01","Medium","Penaeus monodon","No certification","Rostrum broken","Other farmers experience","Calmag","Immunostimulant","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-039-01","Medium","Penaeus monodon","No certification","Rostrum broken","Other farmers experience","K-Max","Immunostimulant","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-039-01","Medium","Penaeus monodon","No certification","Rostrum broken","Other farmers experience","Mutagen","Immunostimulant, Feed additive","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-039-01","Medium","Penaeus monodon","No certification","Rostrum broken","Other farmers experience","pH Fixer","Probiotic","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-039-01","Medium","Penaeus monodon","No certification","Rostrum broken","Other farmers experience","Soda mix","Immunostimulant","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-039-01","Medium","Penaeus monodon","No certification","Rostrum broken","Other farmers experience","Super Biotic","Probiotic","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-039-01","Medium","Penaeus monodon","No certification","Rostrum broken","Other farmers experience","Super PS","Probiotic","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-039-01","Medium","Penaeus monodon","No certification","Rostrum broken","Other farmers experience","Zymetin","Probiotic","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-039-02","Small","Penaeus monodon","No certification","WSSV","Experience","C-169","Immunostimulant","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-039-02","Small","Penaeus monodon","No certification","Black gill","Experience","Calmag","Immunostimulant","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-039-02","Small","Penaeus monodon","No certification","Rostrum broken","Experience","K-Max","Immunostimulant","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-039-02","Small","Penaeus monodon","No certification","Rostrum broken","Experience","Mutagen","Immunostimulant, Feed additive","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-039-02","Small","Penaeus monodon","No certification","Rostrum broken","Experience","pH Fixer","Probiotic","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-039-02","Small","Penaeus monodon","No certification","Rostrum broken","Experience","Soda mix","Immunostimulant","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-039-02","Small","Penaeus monodon","No certification","Rostrum broken","Experience","Super Biotic","Probiotic","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-039-02","Small","Penaeus monodon","No certification","Rostrum broken","Experience","Super PS","Probiotic","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-039-02","Small","Penaeus monodon","No certification","Rostrum broken","Experience","Zymetin","Probiotic","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-039-03","Small","Penaeus monodon","Don’t know","Black gill","Experience","A. Soil","Mineral elements","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-039-03","Small","Penaeus monodon","Don’t know","Fouling","Other farmers experience","Bio-trim","Probiotic","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-039-03","Small","Penaeus monodon","Don’t know","Fouling","Shrimp behaviour","C-187","Immunostimulant","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-039-03","Small","Penaeus monodon","Don’t know","Fouling","Mortality rate","Calmag","Immunostimulant","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-039-03","Small","Penaeus monodon","Don’t know","Fouling","PHP/Feed company technician","K-Max","Immunostimulant","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-039-03","Small","Penaeus monodon","Don’t know","Fouling","PHP/Feed company technician","Mutagen","Immunostimulant, Feed additive","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-039-03","Small","Penaeus monodon","Don’t know","Fouling","PHP/Feed company technician","pH Fixer","Probiotic","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-039-03","Small","Penaeus monodon","Don’t know","Fouling","PHP/Feed company technician","Soda mix","Immunostimulant","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-039-03","Small","Penaeus monodon","Don’t know","Fouling","PHP/Feed company technician","Super Biotic","Probiotic","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-039-03","Small","Penaeus monodon","Don’t know","Fouling","PHP/Feed company technician","Super PS","Probiotic","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-039-03","Small","Penaeus monodon","Don’t know","Fouling","PHP/Feed company technician","Zymetin","Probiotic","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-040-01","Medium","Penaeus monodon","Don’t know","WSSV","Shrimp behaviour","Bio-trim","Probiotic","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-040-01","Medium","Penaeus monodon","Don’t know","Black gill","Private consultant/ technician","Calmag","Immunostimulant","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-040-01","Medium","Penaeus monodon","Don’t know","EMS","Private consultant/ technician","K-Max","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-040-01","Medium","Penaeus monodon","Don’t know","EMS","Private consultant/ technician","Mutagen","Immunostimulant, Feed additive","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-040-01","Medium","Penaeus monodon","Don’t know","EMS","Private consultant/ technician","pH Fixer","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-040-01","Medium","Penaeus monodon","Don’t know","EMS","Private consultant/ technician","Soda mix","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-040-01","Medium","Penaeus monodon","Don’t know","EMS","Private consultant/ technician","Super Biotic","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-040-01","Medium","Penaeus monodon","Don’t know","EMS","Private consultant/ technician","Super PS","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-040-01","Medium","Penaeus monodon","Don’t know","EMS","Private consultant/ technician","Zymetin","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-040-02","Large","Penaeus monodon","No certification","WSSV","Experience","Bio-trim","Probiotic","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-040-02","Large","Penaeus monodon","No certification","EMS","Shrimp behaviour","Calmag","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-040-02","Large","Penaeus monodon","No certification","EMS","Mortality rate","K-Max","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-040-02","Large","Penaeus monodon","No certification","EMS","Mortality rate","Mutagen","Immunostimulant, Feed additive","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-040-02","Large","Penaeus monodon","No certification","EMS","Mortality rate","pH Fixer","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-040-02","Large","Penaeus monodon","No certification","EMS","Mortality rate","Soda mix","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-040-02","Large","Penaeus monodon","No certification","EMS","Mortality rate","Super Biotic","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-040-02","Large","Penaeus monodon","No certification","EMS","Mortality rate","Super PS","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-040-02","Large","Penaeus monodon","No certification","EMS","Mortality rate","Zymetin","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-041-01","Medium","Penaeus monodon","No certification","White spot","Experience","A. Soil","Mineral elements","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-041-01","Medium","Penaeus monodon","No certification","EMS","Shrimp behaviour","Bio-trim","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-041-01","Medium","Penaeus monodon","No certification","EMS","Shrimp behaviour","Calmag","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-041-01","Medium","Penaeus monodon","No certification","EMS","Shrimp behaviour","K-Max","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-041-01","Medium","Penaeus monodon","No certification","EMS","Shrimp behaviour","Soda mix","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-041-01","Medium","Penaeus monodon","No certification","EMS","Shrimp behaviour","Super Biotic","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-041-01","Medium","Penaeus monodon","No certification","EMS","Shrimp behaviour","Super PS","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-042-01","Large","Penaeus monodon","No certification","WSSV","Experience","A. Soil","Mineral elements","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-042-01","Large","Penaeus monodon","No certification","Black gill","Shrimp behaviour","Calmag","Immunostimulant","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-042-01","Large","Penaeus monodon","No certification","EMS","Mortality rate","K-Max","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-042-01","Large","Penaeus monodon","No certification","EMS","Mortality rate","Mutagen","Immunostimulant, Feed additive","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-042-01","Large","Penaeus monodon","No certification","EMS","Mortality rate","pH Fixer","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-042-01","Large","Penaeus monodon","No certification","EMS","Mortality rate","Soda mix","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
