"FarmID","FarmScaleID","SpeciesID","DiseaseID","DiseaseDiagnosis","SubstanceUsed","SubstanceCategory","Location","Disease","DiseaseSigns","AffectPart","Agent","Cause"
"88-249","Medium","Penaeus monodon","Yellow Head Virus (YHV)","Own experience","Calcium carbonate","Water and sediment","Khulna","YHD","Yellow spots on Body","Body","Virus","Infectious"
"88-250","Medium","Penaeus monodon","Taura Syndrome Virus (TSV)","Own experience","Calcium carbonate","Water and sediment","Khulna","TSV","Red Body, appendages, soft shell and empty stomach","All","Virus","Infectious"
"88-251","Medium","Penaeus monodon","Vibrosis","Own experience","Calcium carbonate","Water and sediment","Khulna","Vibrosis","Body patches and muscle opacity","Body/muscle","Bacteria","Infectious"
"88-251","Medium","Penaeus monodon","Yellow Head Virus (YHV)","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Khulna","YHD","Yellow spots on Body","Body","Virus","Infectious"
"88-252","Small","Penaeus monodon","Taura Syndrome Virus (TSV)","Own experience","Calcium carbonate","Water and sediment","Khulna","TSV","Red Body, appendages, soft shell and empty stomach","All","Virus","Infectious"
"88-252","Small","Penaeus monodon","WSSV","Own experience","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-253","Small","Penaeus monodon","Brown Spot Disease","Own experience","Calcium carbonate","Water and sediment","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-253","Small","Penaeus monodon","Taura Syndrome Virus (TSV)","Own experience","Calcium carbonate","Water and sediment","Khulna","TSV","Red Body, appendages, soft shell and empty stomach","All","Virus","Infectious"
"88-254","Small","Penaeus monodon","Brown Spot Disease","Own experience","Calcium carbonate","Water and sediment","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-254","Small","Penaeus monodon","Vibrosis","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Khulna","Vibrosis","Body patches and muscle opacity","Body/muscle","Bacteria","Infectious"
"88-255","Small","Penaeus monodon","Infectious Hypodermal and Haematopoietic Necrosis","Own experience","Calcium carbonate","Water and sediment","Khulna","IHHNV","Opaque abdominal musculature","Muscle","Virus","Infectious"
"88-255","Small","Penaeus monodon","Taura Syndrome Virus (TSV)","Own experience","Calcium carbonate","Water and sediment","Khulna","TSV","Red Body, appendages, soft shell and empty stomach","All","Virus","Infectious"
"88-255","Small","Penaeus monodon","WSSV","Own experience","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-256","Small","Penaeus monodon","Cotton Shrimp Disease/Microsporidia","Own experience","Calcium carbonate","Water and sediment","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Muscle","Parasite","Infectious"
"88-256","Small","Penaeus monodon","Infectious Myonecrosis Virus (IMNV)","Own experience","Calcium carbonate","Water and sediment","Khulna","IMNV","White necrotic abdominal muscle tissue","Muscle","Virus","Infectious"
"88-256","Small","Penaeus monodon","Yellow Head Virus (YHV)","Own experience","Calcium carbonate","Water and sediment","Khulna","YHD","Yellow spots on Body","Body","Virus","Infectious"
"88-257","Small","Penaeus monodon","Vibrosis","Own experience","Potassium permanganate","Disinfectants","Khulna","Vibrosis","Body patches and muscle opacity","Body/muscle","Bacteria","Infectious"
"88-257","Small","Penaeus monodon","Vibrosis","Own experience","Carbofuran","Pesticides","Khulna","Vibrosis","Body patches and muscle opacity","Body/muscle","Bacteria","Infectious"
"88-257","Small","Penaeus monodon","Vibrosis","Own experience","Aluminum potassium sulfate","Water and sediment","Khulna","Vibrosis","Body patches and muscle opacity","Body/muscle","Bacteria","Infectious"
"88-257","Small","Penaeus monodon","Taura Syndrome Virus (TSV)","Own experience","Calcium carbonate","Water and sediment","Khulna","TSV","Red Body, appendages, soft shell and empty stomach","All","Virus","Infectious"
"88-257","Small","Penaeus monodon","Vibrosis","Own experience","Zeolite","Water and sediment","Khulna","Vibrosis","Body patches and muscle opacity","Body/muscle","Bacteria","Infectious"
"88-258","Small","Penaeus monodon","Brown Spot Disease","Own experience","Calcium carbonate","Water and sediment","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-258","Small","Penaeus monodon","WSSV","Own experience","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-258","Small","Penaeus monodon","Yellow Head Virus (YHV)","Own experience","Calcium carbonate","Water and sediment","Khulna","YHD","Yellow spots on Body","Body","Virus","Infectious"
"88-259","Small","Penaeus monodon","Brown Spot Disease","Own experience","Calcium carbonate","Water and sediment","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-259","Small","Penaeus monodon","Infectious Hypodermal and Haematopoietic Necrosis","Own experience","Calcium carbonate","Water and sediment","Khulna","IHHNV","Opaque abdominal musculature","Muscle","Virus","Infectious"
"88-260","Small","Penaeus monodon","Vibrosis","Own experience","Potassium permanganate","Disinfectants","Khulna","Vibrosis","Body patches and muscle opacity","Body/muscle","Bacteria","Infectious"
"88-260","Small","Penaeus monodon","WSSV","Own experience","Potassium permanganate","Disinfectants","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-260","Small","Penaeus monodon","Infectious Hypodermal and Haematopoietic Necrosis","Own experience","Calcium carbonate","Water and sediment","Khulna","IHHNV","Opaque abdominal musculature","Muscle","Virus","Infectious"
"88-261","Medium","Penaeus monodon","WSSV","Neighboring farmer","Carbafuran","Pesticides","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-261","Medium","Penaeus monodon","WSSV","Own experience","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-262","Medium","Penaeus monodon","Cotton Shrimp Disease/Microsporidia","Own experience","Calcium carbonate","Water and sediment","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Muscle","Parasite","Infectious"
"88-262","Medium","Penaeus monodon","Necrotising hepatopancreditis Bacterium (NHPB)","Own experience","Calcium carbonate","Water and sediment","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"88-262","Medium","Penaeus monodon","WSSV","Own experience","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-262","Medium","Penaeus monodon","Yellow Head Virus (YHV)","Own experience","Calcium carbonate","Water and sediment","Khulna","YHD","Yellow spots on Body","Body","Virus","Infectious"
"88-263","Medium","Penaeus monodon","Pale Gill and Liver","Own experience","Potassium permanganate","Disinfectants","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"88-263","Medium","Penaeus monodon","Necrotising hepatopancreditis Bacterium (NHPB)","Own experience","Calcium carbonate","Water and sediment","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"88-263","Medium","Penaeus monodon","Pale Gill and Liver","Own experience","Zeolite","Water and sediment","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"88-264","Medium","Penaeus monodon","Brown Spot Disease","Own experience","Calcium carbonate","Water and sediment","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-264","Medium","Penaeus monodon","Pale Gill and Liver","Own experience","Calcium carbonate","Water and sediment","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"88-264","Medium","Penaeus monodon","Yellow Head Virus (YHV)","Own experience","Calcium carbonate","Water and sediment","Khulna","YHD","Yellow spots on Body","Body","Virus","Infectious"
"88-265","Medium","Penaeus monodon","Brown Spot Disease","Diagnosis support from chemical supplier","Calcium hypochlorite","Disinfectants","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-265","Medium","Penaeus monodon","Cotton Shrimp Disease/Microsporidia","Diagnosis support from chemical supplier","Calcium hypochlorite","Disinfectants","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Muscle","Parasite","Infectious"
"88-265","Medium","Penaeus monodon","WSSV","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-266","Medium","Penaeus monodon","Black Gill Disease","Professional diagnostic service","Calcium carbonate","Water and sediment","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"88-266","Medium","Penaeus monodon","Brown Spot Disease","Other research facility","Calcium carbonate","Water and sediment","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-266","Medium","Penaeus monodon","Cotton Shrimp Disease/Microsporidia","Other research facility","Calcium carbonate","Water and sediment","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Muscle","Parasite","Infectious"
"88-266","Medium","Penaeus monodon","Necrotising hepatopancreditis Bacterium (NHPB)","Other research facility","Calcium carbonate","Water and sediment","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"88-266","Medium","Penaeus monodon","Vibrosis","Other research facility","Calcium carbonate","Water and sediment","Khulna","Vibrosis","Body patches and muscle opacity","Body/muscle","Bacteria","Infectious"
"88-266","Medium","Penaeus monodon","WSSV","University","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-267","Medium","Penaeus monodon","Vibrosis","Neighboring farmer","Calcium hypochlorite","Disinfectants","Khulna","Vibrosis","Body patches and muscle opacity","Body/muscle","Bacteria","Infectious"
"88-267","Medium","Penaeus monodon","WSSV","Own experience","Calcium hypochlorite","Disinfectants","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-267","Medium","Penaeus monodon","Yellow Head Virus (YHV)","Neighboring farmer","Calcium hypochlorite","Disinfectants","Khulna","YHD","Yellow spots on Body","Body","Virus","Infectious"
"88-267","Medium","Penaeus monodon","Infectious Hypodermal and Haematopoietic Necrosis","Diagnosis support from feed company","Calcium carbonate","Water and sediment","Khulna","IHHNV","Opaque abdominal musculature","Muscle","Virus","Infectious"
"88-268","Medium","Penaeus monodon","WSSV","Diagnosis support from chemical supplier","Methylene blue","Pesticides","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-268","Medium","Penaeus monodon","Infectious Hypodermal and Haematopoietic Necrosis","Other research facility","Calcium carbonate","Water and sediment","Khulna","IHHNV","Opaque abdominal musculature","Muscle","Virus","Infectious"
"88-268","Medium","Penaeus monodon","Infectious Hypodermal and Haematopoietic Necrosis","Professional diagnostic service","Calcium carbonate","Water and sediment","Khulna","IHHNV","Opaque abdominal musculature","Muscle","Virus","Infectious"
"88-268","Medium","Penaeus monodon","Infectious Hypodermal and Haematopoietic Necrosis","University","Calcium carbonate","Water and sediment","Khulna","IHHNV","Opaque abdominal musculature","Muscle","Virus","Infectious"
"88-269","Medium","Penaeus monodon","Black Gill Disease","Professional diagnostic service","Calcium carbonate","Water and sediment","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"88-269","Medium","Penaeus monodon","Brown Spot Disease","Other research facility","Calcium carbonate","Water and sediment","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-269","Medium","Penaeus monodon","Cotton Shrimp Disease/Microsporidia","University","Calcium carbonate","Water and sediment","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Muscle","Parasite","Infectious"
"88-269","Medium","Penaeus monodon","Pale Gill and Liver","Other research facility","Calcium carbonate","Water and sediment","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"88-270","Medium","Penaeus monodon","Infectious Hypodermal and Haematopoietic Necrosis","Neighboring farmer","Calcium carbonate","Water and sediment","Khulna","IHHNV","Opaque abdominal musculature","Muscle","Virus","Infectious"
